,T,N,p,k,I,f,life_hi,life_lo,om_hi,om_lo,dt
474,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
475,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
476,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
477,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
478,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
479,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
480,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
481,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
482,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
483,800,500,10.0,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
484,800,500,25.0,3.0,0.75,0.1,32.663316582914604,32.663316582914604,0.08,0.08,0.5
485,800,500,25.0,3.0,0.75,0.1,211.0552763819096,211.0552763819096,0.08,0.08,0.5
486,800,500,25.0,3.0,0.75,0.1,281.4070351758794,281.4070351758794,0.08,0.08,0.5
487,800,500,25.0,3.0,0.75,0.1,188.4422110552764,188.4422110552764,0.08,0.08,0.5
488,800,500,25.0,3.0,0.75,0.1,62.8140703517588,60.30150753768845,0.08,0.08,0.5
489,800,500,25.0,3.0,0.75,0.1,201.00502512562815,201.00502512562815,0.08,0.08,0.5
490,800,500,25.0,3.0,0.75,0.1,0.0,0.0,0.05333333333333334,0.05333333333333334,0.5
491,800,500,25.0,3.0,0.75,0.1,500.0,500.0,0.08,0.08,0.5
492,800,500,25.0,3.0,0.75,0.1,296.4824120603016,283.9195979899498,0.08,0.08,0.5
493,800,500,25.0,3.0,0.75,0.1,118.09045226130655,118.09045226130655,0.08,0.08,0.5
494,800,500,25.0,3.0,0.75,0.1,118.09045226130655,118.09045226130655,0.08,0.08,0.5
495,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.0,0.0,0.5
496,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.0,0.0,0.5
497,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.0,0.0,0.5
498,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.05333333333333334,0.05333333333333334,0.5
499,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.0,0.0,0.5
500,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.0,0.0,0.5
501,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.0,0.0,0.5
502,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.0,0.0,0.5
503,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
504,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
505,800,500,10.0,3.0,1.0,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
506,800,500,25.0,1.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
507,800,500,25.0,1.5,1.25,0.1,500.0,500.0,0.05333333333333334,0.05333333333333334,0.5
508,800,500,25.0,1.5,1.25,0.1,500.0,500.0,0.05333333333333334,0.05333333333333334,0.5
509,800,500,25.0,1.5,1.25,0.1,500.0,500.0,0.0,0.0,0.5
510,800,500,25.0,1.5,1.25,0.1,0.0,0.0,0.05333333333333334,0.05333333333333334,0.5
511,800,500,25.0,1.5,1.25,0.1,2.5125628140703498,2.5125628140703498,0.0,0.0,0.5
512,800,500,25.0,1.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
513,800,500,25.0,1.5,1.25,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
514,800,500,25.0,1.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
515,800,500,25.0,1.5,1.25,0.1,500.0,500.0,0.05333333333333334,0.05333333333333334,0.5
516,800,500,25.0,1.5,1.25,0.1,500.0,500.0,0.05333333333333334,0.05333333333333334,0.5
517,800,500,10.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
518,800,500,10.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
519,800,500,10.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
520,800,500,10.0,2.0,0.5,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
521,800,500,10.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
522,800,500,10.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
523,800,500,10.0,2.0,0.5,0.1,30.150753768844197,30.150753768844197,0.08,0.08,0.5
524,800,500,10.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
525,800,500,10.0,2.0,0.5,0.1,32.663316582914604,32.663316582914604,0.05333333333333334,0.05333333333333334,0.5
526,800,500,10.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
527,800,500,10.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
528,800,500,25.0,2.0,1.5,0.1,500.0,500.0,0.05333333333333334,0.05333333333333334,0.5
529,800,500,25.0,2.0,1.5,0.1,500.0,500.0,0.08,0.08,0.5
530,800,500,25.0,2.0,1.5,0.1,0.0,0.0,0.0,0.0,0.5
531,800,500,25.0,2.0,1.5,0.1,170.8542713567839,170.8542713567839,0.02666666666666667,0.02666666666666667,0.5
532,800,500,25.0,2.0,1.5,0.1,0.0,0.0,0.0,0.0,0.5
533,800,500,25.0,2.0,1.5,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
534,800,500,25.0,2.0,1.5,0.1,0.0,0.0,0.0,0.0,0.5
535,800,500,25.0,2.0,1.5,0.1,0.0,0.0,0.0,0.0,0.5
536,800,500,25.0,2.0,1.5,0.1,500.0,500.0,0.0,0.0,0.5
537,800,500,25.0,2.0,1.5,0.1,40.20100502512565,42.713567839196,0.05333333333333334,0.05333333333333334,0.5
538,800,500,25.0,2.0,1.5,0.1,40.20100502512565,42.713567839196,0.05333333333333334,0.05333333333333334,0.5
539,800,500,25.0,3.0,1.0,0.1,100.5025125628141,100.5025125628141,0.08,0.08,0.5
540,800,500,25.0,3.0,1.0,0.1,87.9396984924623,87.9396984924623,0.05333333333333334,0.05333333333333334,0.5
541,800,500,25.0,3.0,1.0,0.1,500.0,500.0,0.08,0.08,0.5
542,800,500,25.0,3.0,1.0,0.1,45.22613065326635,45.22613065326635,0.05333333333333334,0.05333333333333334,0.5
543,800,500,25.0,3.0,1.0,0.1,120.6030150753769,120.6030150753769,0.08,0.08,0.5
