,N,p,k,I,f,dt,om_max,life
104,5000,23.0,3.0,1.0,0.1,0.1,0.007282190812544193,39.06543471320049
105,5000,24.0,3.0,0.5,0.1,0.1,0.015636738015250364,73.34833490621028
106,5000,24.0,3.0,0.75,0.1,0.1,0.008833476270999037,62.94777421888644
107,5000,24.0,3.0,1.0,0.1,0.1,0.006657190234489459,35.989379155119494
108,5000,25.0,3.0,0.5,0.1,0.1,0.00636634141641045,42.42157770720895
109,5000,25.0,3.0,0.75,0.1,0.1,0.007881701093115126,46.793115747203856
110,5000,25.0,3.0,1.0,0.1,0.1,0.006963106238227913,37.476823433474316
111,5000,26.0,3.0,0.5,0.1,0.1,0.02736537294398957,128.82913447615482
112,5000,26.0,3.0,0.75,0.1,0.1,0.012507573463281916,52.53100981491386
113,5000,26.0,3.0,1.0,0.1,0.1,0.008095078939102631,56.9027191393284
114,5000,27.0,3.0,0.5,0.1,0.1,0.02120427344006892,86.59310131093693
115,5000,27.0,3.0,0.75,0.1,0.1,0.008199685877205815,53.45946275842293
116,5000,27.0,3.0,1.0,0.1,0.1,0.006585682358056157,63.25668604007707
117,5000,28.0,3.0,0.5,0.1,0.1,0.006185270871803085,51.67660918637039
118,5000,28.0,3.0,0.75,0.1,0.1,0.006963106238227914,52.37213088676674
119,5000,28.0,3.0,1.0,0.1,0.1,0.007772815877574011,60.54066209285297
120,5000,29.0,3.0,0.5,0.1,0.1,0.01936980624423987,113.68630504793842
121,5000,29.0,3.0,0.75,0.1,0.1,0.005075192189225522,58.309096076892
122,5000,29.0,3.0,1.0,0.1,0.1,0.005854938345559502,69.89930892758116
123,5000,30.0,3.0,0.5,0.1,0.1,0.014466523529525089,91.06227316444337
124,5000,30.0,3.0,0.75,0.1,0.1,0.004846116845975598,47.8376173762216
125,5000,30.0,3.0,1.0,0.1,0.1,0.005487589303477105,75.68899303548312
